"id","match_num","team","rst","side","gtime","gold","tot_dam","kill","death","assist","tower","inhibitor","herald","dragon","elder","baron","sight","total_cs","set"
1149,"17471",LSB,Defeat,Blue Side,"27:41",45484,30157,7,14,12,2,0,0,2,0,0,37,980,1
1150,"17471",NS,Victory,Red Side,"27:41",55353,39391,14,7,31,9,1,2,2,0,1,46,1034,1
1151,"17471",LSB,Victory,Blue Side,"41:38",79200,79861,16,12,39,11,3,1,4,0,2,43,1407,2
1152,"17471",NS,Defeat,Red Side,"41:38",74213,83826,12,16,27,6,1,0,2,0,0,69,1510,2
1153,"17471",NS,Victory,Blue Side,"39:45",77447,66895,17,4,35,10,1,2,4,0,2,64,1451,3
1154,"17471",LSB,Defeat,Red Side,"39:45",63800,53508,4,17,5,1,0,0,1,0,0,47,1409,3
1155,"17472",DRX,Defeat,Blue Side,"29:11",49796,54182,8,18,16,3,0,2,1,0,0,46,977,1
1156,"17472",GEN,Victory,Red Side,"29:11",60474,53737,18,8,38,10,1,0,3,0,1,43,1081,1
1157,"17472",DRX,Defeat,Blue Side,"31:58",54246,46272,10,19,21,4,0,2,0,0,1,50,961,2
1158,"17472",GEN,Victory,Red Side,"31:58",62249,74602,19,10,40,9,1,0,4,0,0,43,1140,2
1159,"17473",HLE,Defeat,Blue Side,"30:25",51257,47963,12,19,22,3,0,1,2,0,0,52,960,1
1160,"17473",T1,Victory,Red Side,"30:25",61114,75937,19,12,40,9,1,1,2,0,1,47,1047,1
1161,"17473",HLE,Defeat,Blue Side,"26:35",43255,34924,7,15,14,1,0,1,1,0,0,37,841,2
1162,"17473",T1,Victory,Red Side,"26:35",53010,52114,15,7,32,9,1,1,2,0,1,38,945,2
1163,"17474",KT,Defeat,Blue Side,"33:41",54615,69989,7,24,13,1,0,2,2,0,0,53,1088,1
1164,"17474",BRO,Victory,Red Side,"33:41",67728,69326,24,7,57,11,3,0,3,0,2,53,1097,1
1165,"17475",KDF,Defeat,Blue Side,"34:50",54519,31455,3,13,2,3,0,1,2,0,0,55,1190,1
1166,"17475",DK,Victory,Red Side,"34:50",66520,52588,13,3,37,8,1,1,3,0,1,50,1259,1
1167,"17475",KDF,Defeat,Blue Side,"35:02",56899,38496,6,12,12,4,0,1,2,0,0,59,1147,2
1168,"17475",DK,Victory,Red Side,"35:02",64488,55128,12,6,31,8,1,1,3,0,1,49,1220,2
1169,"17476",GEN,Victory,Blue Side,"26:03",54743,38643,13,5,30,9,1,1,3,0,1,35,1024,1
1170,"17476",NS,Defeat,Red Side,"26:03",42486,24022,5,13,8,2,0,1,0,0,0,42,884,1
1171,"17476",GEN,Victory,Blue Side,"23:44",51311,47202,15,3,36,9,1,2,3,0,1,25,926,2
1172,"17476",NS,Defeat,Red Side,"23:44",36321,32108,3,15,1,1,0,0,0,0,0,29,801,2
1173,"17477",LSB,Victory,Blue Side,"38:08",75303,77281,18,12,44,11,3,0,2,0,2,52,1280,1
1174,"17477",HLE,Defeat,Red Side,"38:08",67121,57462,12,18,24,4,0,2,4,0,0,52,1311,1
1175,"17477",HLE,Defeat,Blue Side,"36:38",60948,56399,6,14,17,5,0,2,3,0,0,48,1257,2
1176,"17477",LSB,Victory,Red Side,"36:38",68083,67931,14,6,39,9,1,0,3,0,1,51,1258,2
1177,"17478",BRO,Defeat,Blue Side,"30:55",50534,56184,3,11,5,2,0,0,1,0,0,55,1049,1
1178,"17478",DRX,Victory,Red Side,"30:55",62410,44937,11,3,31,10,1,2,4,0,1,37,1219,1
1179,"17478",BRO,Victory,Blue Side,"33:51",63808,69233,14,10,33,9,2,2,4,0,1,57,1145,2
1180,"17478",DRX,Defeat,Red Side,"33:51",54640,53558,10,14,20,2,0,0,1,0,0,52,1079,2
1181,"17478",DRX,Victory,Blue Side,"28:47",56398,53377,13,7,42,11,3,2,3,0,1,46,1003,3
1182,"17478",BRO,Defeat,Red Side,"28:47",43437,32077,7,13,11,1,0,0,2,0,0,44,871,3
1183,"17479",T1,Victory,Blue Side,"30:05",62459,71936,22,11,49,9,1,1,2,0,2,43,961,1
1184,"17479",DK,Defeat,Red Side,"30:05",48760,42450,11,22,12,2,0,1,1,0,0,51,923,1
1185,"17479",DK,Defeat,Blue Side,"46:16",79673,88053,12,12,27,5,0,1,5,1,1,60,1407,2
1186,"17479",T1,Victory,Red Side,"46:16",82121,81499,12,12,32,9,1,1,2,0,2,63,1504,2
1187,"17480",KT,Defeat,Blue Side,"34:00",56057,51884,8,20,16,1,0,2,1,0,1,53,1140,1
1188,"17480",KDF,Victory,Red Side,"34:00",65675,82129,20,8,52,11,3,0,4,0,0,45,1155,1
1189,"17480",KT,Defeat,Blue Side,"27:52",41768,30114,2,17,3,0,0,0,1,0,0,32,891,2
1190,"17480",KDF,Victory,Red Side,"27:52",55164,60104,17,2,44,8,1,2,3,0,1,47,1003,2
1191,"17481",NS,Defeat,Blue Side,"39:33",63310,56944,0,8,0,3,0,1,1,0,1,75,1358,1
1192,"17481",T1,Victory,Red Side,"39:33",70969,48160,8,0,24,7,1,1,5,1,1,63,1422,1
1193,"17481",NS,Victory,Blue Side,"40:56",79682,82326,28,20,55,11,1,0,4,0,2,74,1227,2
1194,"17481",T1,Defeat,Red Side,"40:56",73532,93515,20,28,44,8,2,2,1,0,1,58,1242,2
1195,"17481",T1,Victory,Blue Side,"29:39",56410,64259,20,5,43,8,1,0,3,0,1,36,946,3
1196,"17481",NS,Defeat,Red Side,"29:39",46699,30949,5,20,5,3,0,2,2,0,0,53,932,3
1197,"17482",DK,Defeat,Blue Side,"34:59",55057,40680,2,8,4,2,0,1,0,0,0,41,1196,1
1198,"17482",KT,Victory,Red Side,"34:59",66235,53278,8,2,12,9,1,1,5,1,1,48,1283,1
1199,"17482",DK,Victory,Blue Side,"29:49",52492,50421,9,9,21,7,1,2,3,0,0,34,1044,2
1200,"17482",DK,Victory,Blue Side,"39:41",72730,64208,14,7,44,9,1,1,4,0,2,57,1310,2
1201,"17482",KT,Defeat,Red Side,"39:41",69082,64485,7,14,17,7,0,1,3,0,0,52,1405,2
1202,"17483",KDF,Victory,Blue Side,"29:32",53867,54850,12,5,28,8,1,1,4,0,1,51,967,1
1203,"17483",BRO,Defeat,Red Side,"29:32",46345,31381,5,12,9,2,0,1,0,0,0,59,957,1
1204,"17483",BRO,Victory,Blue Side,"45:02",80663,121782,16,12,41,8,1,2,4,0,1,77,1425,2
1205,"17483",KDF,Defeat,Red Side,"45:02",79070,80231,12,16,27,6,1,0,2,2,1,74,1375,2
1206,"17483",KDF,Victory,Blue Side,"45:01",80689,96557,16,9,43,11,3,1,3,0,1,54,1380,3
1207,"17483",BRO,Defeat,Red Side,"45:01",75050,84732,9,16,15,6,0,1,3,0,2,58,1414,3
1208,"17484",HLE,Victory,Blue Side,"32:01",65482,60387,19,6,48,10,1,1,4,0,2,46,1132,1
1209,"17484",DRX,Defeat,Red Side,"32:01",52020,42094,6,19,10,1,0,1,0,0,0,50,1111,1
1210,"17484",DRX,Defeat,Blue Side,"42:48",65661,92346,4,13,10,3,0,0,3,0,0,66,1395,2
1211,"17484",HLE,Victory,Red Side,"42:48",74698,74038,13,4,38,9,1,2,3,0,2,61,1335,2
1212,"17485",GEN,Victory,Blue Side,"26:16",56948,63505,17,7,38,11,3,2,1,0,1,33,1013,1
1213,"17485",LSB,Defeat,Red Side,"26:16",42626,29869,7,17,11,0,0,0,3,0,0,30,907,1
1214,"17485",LSB,Defeat,Blue Side,"32:02",53890,56543,9,29,14,3,0,0,1,0,1,45,967,2
1215,"17485",GEN,Victory,Red Side,"32:02",63254,94349,29,9,55,10,2,2,3,0,0,35,991,2
1216,"17486",KT,Defeat,Blue Side,"32:34",62311,84860,25,22,54,1,0,0,2,0,0,50,1063,1
1217,"17486",T1,Victory,Red Side,"32:34",66357,96958,22,25,46,11,5,2,2,0,2,42,999,1
1218,"17486",KT,Defeat,Blue Side,"22:00",39050,32446,8,20,12,2,0,0,2,0,0,25,749,2
1219,"17486",T1,Victory,Red Side,"22:00",49266,43258,20,8,37,10,2,2,1,0,1,29,754,2
1220,"17487",DK,Victory,Blue Side,"35:50",63683,55196,9,4,16,8,1,1,4,0,1,47,1262,1
1221,"17487",DRX,Defeat,Red Side,"35:50",59543,38503,4,9,9,5,0,1,2,0,0,52,1267,1
1222,"17487",DRX,Victory,Blue Side,"34:30",61049,62816,7,4,16,10,2,1,2,0,1,48,1169,2
1223,"17487",DK,Defeat,Red Side,"34:30",52271,56157,4,7,6,2,0,1,3,0,0,53,1055,2
1224,"17487",DK,Defeat,Blue Side,"46:45",74250,73295,9,11,22,5,1,1,4,0,1,82,1389,3
1225,"17487",DRX,Victory,Red Side,"46:45",78974,82878,11,9,24,8,1,1,2,0,2,71,1443,3
1226,"17488",HLE,Defeat,Blue Side,"34:33",55164,68326,4,17,8,3,0,0,0,0,0,54,1119,1
1227,"17488",KDF,Victory,Red Side,"34:33",66292,63490,17,4,43,9,3,1,5,1,1,65,1140,1
1228,"17488",HLE,Defeat,Blue Side,"43:56",77283,85879,13,20,32,5,0,2,1,0,3,59,1292,2
1229,"17488",KDF,Victory,Red Side,"43:56",78560,93487,20,13,39,9,1,0,5,1,0,80,1323,2
1230,"17489",NS,Defeat,Blue Side,"29:09",48613,37110,6,15,8,3,0,2,0,0,0,41,988,1
1231,"17489",GEN,Victory,Red Side,"29:09",60878,64969,15,6,41,11,3,0,4,0,1,38,1054,1
1232,"17489",NS,Defeat,Blue Side,"28:14",49334,26179,5,11,11,3,0,2,0,0,0,45,988,2
1233,"17489",GEN,Victory,Red Side,"28:14",57636,52130,11,5,24,10,2,0,4,0,1,32,1106,2
1234,"17490",LSB,Victory,Blue Side,"30:49",56749,49195,15,10,42,8,1,1,3,0,1,34,1005,1
1235,"17490",BRO,Defeat,Red Side,"30:49",51877,67293,10,15,28,4,0,1,2,0,0,46,984,1
1236,"17490",BRO,Victory,Blue Side,"33:59",67437,67069,17,7,38,10,2,0,1,1,2,68,1116,2
1237,"17490",LSB,Defeat,Red Side,"33:59",54768,50001,7,17,13,4,0,2,4,0,0,54,1092,2
1238,"17490",LSB,Victory,Blue Side,"30:27",57801,61615,14,5,32,9,1,1,4,0,1,36,1081,3
1239,"17490",BRO,Defeat,Red Side,"30:27",46823,38678,5,14,13,2,0,1,0,0,0,43,943,3
1240,"17491",BRO,Defeat,Blue Side,"44:33",78846,119953,16,18,38,6,0,1,4,0,2,92,1401,1
1241,"17491",KT,Victory,Red Side,"44:33",82576,117359,18,16,45,9,1,0,3,1,1,68,1451,1
1242,"17491",BRO,Victory,Blue Side,"40:02",73425,62503,16,3,44,9,1,1,4,0,2,77,1348,2
1243,"17491",KT,Defeat,Red Side,"40:02",63235,42238,3,16,4,2,0,1,3,0,0,70,1381,2
1244,"17491",KT,Victory,Blue Side,"37:26",68496,74166,21,12,60,7,1,1,4,0,0,56,1178,3
1245,"17491",BRO,Defeat,Red Side,"37:26",63446,84149,12,21,31,3,0,1,1,0,1,68,1172,3
1246,"17492",KDF,Victory,Blue Side,"29:39",58226,56003,15,2,39,11,3,2,3,0,1,57,1037,1
1247,"17492",NS,Defeat,Red Side,"29:39",46113,34522,2,15,2,2,0,0,1,0,0,39,1004,1
1248,"17492",NS,Defeat,Blue Side,"27:36",41854,34748,4,15,5,1,0,1,1,0,0,41,912,2
1249,"17492",KDF,Victory,Red Side,"27:36",56336,51759,15,4,39,10,2,1,2,0,1,49,1010,2
1250,"17493",LSB,Defeat,Blue Side,"30:24",55020,54384,9,18,20,4,0,1,2,0,0,33,1050,1
1251,"17493",DK,Victory,Red Side,"30:24",60900,54277,18,9,44,10,2,1,3,0,1,36,1033,1
1252,"17493",LSB,Defeat,Blue Side,"37:20",59624,53474,4,13,10,5,0,0,3,0,0,50,1232,2
1253,"17493",DK,Victory,Red Side,"37:20",67474,53213,13,4,35,9,1,2,3,0,1,52,1204,2
1254,"17494",T1,Victory,Blue Side,"45:45",90436,125450,21,14,57,8,1,2,3,2,2,64,1440,1
1255,"17494",GEN,Defeat,Red Side,"45:45",81188,110279,14,21,33,8,2,0,4,0,1,76,1534,1
1256,"17494",T1,Victory,Blue Side,"30:32",59815,62231,13,9,32,11,3,2,3,0,1,38,1051,2
1257,"17495",DRX,Victory,Blue Side,"35:16",67362,84977,17,7,38,9,1,0,4,0,1,54,1259,1
1258,"17495",HLE,Defeat,Red Side,"35:16",56967,62302,7,17,12,4,0,1,0,0,0,52,1101,1
1259,"17495",HLE,Victory,Blue Side,"42:50",71659,77531,12,8,32,6,2,1,4,0,1,72,1292,2
1260,"17495",DRX,Defeat,Red Side,"42:50",73865,69450,8,12,17,7,1,1,2,0,2,65,1412,2
1261,"17495",DRX,Victory,Blue Side,"40:30",74581,69783,15,9,42,10,2,0,3,0,1,71,1353,3
1262,"17495",HLE,Defeat,Red Side,"40:30",66923,72709,9,15,23,3,0,2,3,0,0,63,1327,3
1263,"17496",NS,Defeat,Blue Side,"38:24",68731,70462,11,19,25,5,1,0,3,0,0,65,1338,1
1264,"17496",BRO,Victory,Red Side,"38:24",75812,69813,19,11,43,11,4,2,3,0,3,67,1301,1
1265,"17496",NS,Victory,Blue Side,"40:27",76440,80466,10,16,30,10,2,1,3,0,2,64,1386,2
1266,"17496",BRO,Defeat,Red Side,"40:27",73175,76920,16,10,34,6,0,1,3,0,0,78,1366,2
1267,"17496",BRO,Victory,Blue Side,"36:14",69474,79415,19,7,40,9,1,2,4,0,1,57,1210,3
1268,"17496",NS,Defeat,Red Side,"36:14",59224,87396,7,19,16,1,0,0,1,0,1,47,1146,3
1269,"17497",LSB,Victory,Blue Side,"31:30",63721,59590,18,5,41,9,1,1,5,1,1,39,1122,1
1270,"17497",GEN,Defeat,Red Side,"31:30",51703,58304,5,18,9,2,0,0,0,0,0,62,1142,1
1271,"17497",LSB,Defeat,Blue Side,"29:37",45334,50435,5,15,17,0,0,0,1,0,0,26,974,2
1272,"17497",GEN,Victory,Red Side,"29:37",57222,76537,15,5,38,9,2,2,3,0,2,44,997,2
1273,"17497",LSB,Defeat,Blue Side,"31:36",52601,66830,11,22,24,3,0,2,0,0,0,42,1000,3
1274,"17497",GEN,Victory,Red Side,"31:36",63406,91931,22,11,55,10,2,0,4,0,1,48,1096,3
1275,"17498",DK,Victory,Blue Side,"38:36",72711,57480,13,6,23,11,3,1,3,0,2,51,1287,1
1276,"17498",KDF,Defeat,Red Side,"38:36",63031,57542,6,13,11,4,0,1,3,0,0,64,1312,1
1277,"17498",KDF,Defeat,Blue Side,"31:49",51767,46520,9,13,17,3,0,1,2,0,0,58,1039,2
1278,"17498",DK,Victory,Red Side,"31:49",60564,60842,13,9,25,9,1,1,2,0,1,43,1127,2
1279,"17499",DRX,Victory,Blue Side,"29:41",54642,75556,13,11,32,8,1,2,1,0,1,37,959,1
1280,"17499",KT,Defeat,Red Side,"29:41",48843,51094,11,13,19,2,0,0,3,0,0,44,967,1
1281,"17499",KT,Victory,Blue Side,"46:18",84304,108358,16,13,45,8,1,0,3,2,1,64,1429,2
1282,"17499",DRX,Defeat,Red Side,"46:18",80023,135602,13,16,35,7,1,2,4,0,2,65,1409,2
1283,"17499",DRX,Victory,Blue Side,"32:47",60688,81982,10,2,25,9,1,0,2,0,0,43,1117,3
1284,"17499",KT,Defeat,Red Side,"32:47",50401,27235,2,10,4,3,0,2,3,0,0,44,1040,3
1285,"17500",T1,Defeat,Blue Side,"32:33",55377,50476,8,17,20,2,0,2,1,0,0,42,1095,1
1286,"17500",HLE,Victory,Red Side,"32:33",63141,56047,17,8,45,9,1,0,3,0,1,38,1094,1
1287,"17500",T1,Victory,Blue Side,"25:05",49360,52372,10,7,22,9,2,1,3,0,1,28,878,2
1288,"17500",HLE,Defeat,Red Side,"25:05",40384,37450,7,10,8,2,0,1,1,0,0,32,767,2
1289,"17500",HLE,Defeat,Blue Side,"46:56",81816,79658,11,15,31,6,0,1,4,0,1,73,1594,3
1290,"17500",T1,Victory,Red Side,"46:56",85166,100354,15,11,34,10,3,1,2,0,2,68,1542,3
1291,"17501",HLE,Victory,Blue Side,"35:36",65935,67846,15,7,33,11,3,1,4,0,2,59,1138,1
1292,"17501",LSB,Defeat,Red Side,"35:36",55884,60415,7,15,19,2,0,1,1,0,0,58,1112,1
1293,"17501",LSB,Defeat,Blue Side,"25:08",40966,32854,9,17,23,1,0,1,0,0,0,27,814,2
1294,"17501",HLE,Victory,Red Side,"25:08",50055,48702,17,9,34,7,1,1,3,0,1,42,858,2
1295,"17502",DK,Victory,Blue Side,"55:26",100872,127138,14,9,32,10,2,0,6,2,3,73,1776,1
1296,"17502",T1,Defeat,Red Side,"55:26",93420,104531,9,14,23,7,1,2,3,0,1,76,1793,1
1297,"17502",T1,Victory,Blue Side,"30:04",61237,54688,19,5,46,11,5,2,4,0,2,46,994,2
1298,"17502",DK,Defeat,Red Side,"30:04",48749,45021,5,19,13,2,0,0,0,0,0,39,1047,2
1299,"17503",NS,Defeat,Blue Side,"37:33",61603,70789,12,19,27,2,0,1,1,0,0,59,1172,1
1300,"17503",DRX,Victory,Red Side,"37:33",75115,86232,19,12,42,11,4,1,4,0,2,56,1306,1
1301,"17503",NS,Defeat,Blue Side,"47:07",80091,100525,16,18,27,5,0,1,3,0,1,77,1390,2
1302,"17503",DRX,Victory,Red Side,"47:07",87529,140199,18,16,31,11,4,1,4,0,2,73,1475,2
1303,"17504",KT,Victory,Blue Side,"42:42",77917,91554,17,6,44,8,1,2,4,0,3,89,1312,1
1304,"17504",GEN,Defeat,Red Side,"42:42",71123,76827,6,17,11,6,0,0,2,0,0,65,1485,1
1305,"17504",GEN,Defeat,Blue Side,"37:39",59835,58111,7,14,22,2,0,1,0,0,0,49,1257,2
1306,"17504",KT,Victory,Red Side,"37:39",69775,72174,14,7,26,9,1,1,6,2,1,54,1204,2
1307,"17505",BRO,Victory,Blue Side,"40:53",72807,93486,13,7,37,5,1,0,1,0,0,70,1364,1
1308,"17505",KDF,Defeat,Red Side,"40:53",69948,87462,7,13,22,9,2,2,5,1,1,77,1329,1
1309,"17505",KDF,Defeat,Blue Side,"43:24",73734,67011,4,10,5,7,0,2,2,0,1,74,1534,2
1310,"17505",BRO,Victory,Red Side,"43:24",75416,73945,10,4,25,5,2,0,5,1,0,83,1444,2
1311,"17506",HLE,Defeat,Blue Side,"30:32",48396,24581,5,9,8,2,0,1,0,0,0,47,994,1
1312,"17506",DK,Victory,Red Side,"30:32",61874,52487,9,5,15,10,2,1,5,1,2,39,1134,1
1313,"17506",HLE,Defeat,Blue Side,"26:13",40917,32294,6,14,9,0,0,1,0,0,0,41,857,2
1314,"17506",DK,Victory,Red Side,"26:13",53076,48454,14,6,33,9,2,1,3,0,1,32,976,2
1315,"17507",T1,Victory,Blue Side,"46:53",85071,59640,5,7,10,11,3,2,5,1,3,86,1587,1
1316,"17507",NS,Defeat,Red Side,"46:53",77831,88656,7,5,21,8,1,0,3,0,0,85,1594,1
1317,"17507",NS,Victory,Blue Side,"30:37",57055,58450,19,5,50,10,3,1,4,0,0,38,912,2
1318,"17507",T1,Defeat,Red Side,"30:37",52279,49498,5,19,13,5,0,1,0,0,1,37,970,2
1319,"17507",T1,Victory,Blue Side,"39:45",72433,86591,19,8,43,10,3,1,4,0,1,59,1266,3
1320,"17507",NS,Defeat,Red Side,"39:45",62900,52746,8,19,10,3,0,1,2,0,1,88,1185,3
1321,"17508",KT,Victory,Blue Side,"28:40",56640,72144,12,3,21,10,1,2,3,0,1,41,996,1
1322,"17508",LSB,Defeat,Red Side,"28:40",42756,44883,3,12,3,1,0,0,1,0,0,30,871,1
1323,"17508",LSB,Victory,Blue Side,"38:59",70230,89259,15,11,30,7,1,0,3,0,1,56,1258,2
1324,"17508",KT,Defeat,Red Side,"38:59",68687,68962,11,15,23,7,0,1,3,0,1,62,1295,2
1325,"17508",KT,Defeat,Blue Side,"32:04",56468,51423,11,16,17,3,0,2,3,0,0,53,1112,3
1326,"17508",LSB,Victory,Red Side,"32:04",61464,61143,16,11,33,9,1,0,2,0,2,37,1071,3
1327,"17509",DRX,Victory,Blue Side,"39:21",73651,77879,14,6,37,9,1,1,2,0,1,60,1371,1
1328,"17509",BRO,Defeat,Red Side,"39:21",64973,51169,6,14,15,4,0,1,3,0,0,77,1352,1
1329,"17509",BRO,Defeat,Blue Side,"26:34",39605,35088,4,14,10,0,0,0,0,0,0,38,833,2
1330,"17509",DRX,Victory,Red Side,"26:34",53257,58092,14,4,27,11,2,2,4,0,1,38,911,2
1331,"17510",GEN,Victory,Blue Side,"27:49",54829,43783,13,3,30,10,2,0,3,0,1,33,1032,1
1332,"17510",KDF,Defeat,Red Side,"27:49",43810,35342,3,13,7,3,0,2,1,0,0,50,948,1
1333,"17510",KDF,Defeat,Blue Side,"32:08",48141,38785,3,10,0,1,0,2,1,0,0,60,1063,2
1334,"17510",GEN,Victory,Red Side,"32:08",58195,61328,10,3,25,7,1,0,4,0,1,37,1115,2
1335,"17511",KDF,Defeat,Blue Side,"41:13",63992,65949,6,8,16,5,0,1,4,0,0,90,1254,1
1336,"17511",DRX,Victory,Red Side,"41:13",69709,45326,8,6,22,8,1,1,0,0,0,78,1411,1
1337,"17511",KDF,Defeat,Blue Side,"48:06",81313,110527,8,16,13,7,0,2,2,2,1,77,1500,2
1338,"17511",DRX,Victory,Red Side,"48:06",83529,128975,16,8,45,7,1,0,5,1,1,74,1552,2
1339,"17512",LSB,Defeat,Blue Side,"32:23",52397,59962,12,19,24,2,0,0,0,0,0,30,977,1
1340,"17512",T1,Victory,Red Side,"32:23",63409,95554,19,12,42,9,1,2,4,0,1,41,1034,1
1341,"17512",LSB,Defeat,Blue Side,"25:09",39175,27907,2,10,6,2,0,1,2,0,0,34,853,2
1342,"17512",T1,Victory,Red Side,"25:09",45382,40300,10,2,29,7,1,1,2,0,0,32,868,2
1343,"17513",GEN,Defeat,Blue Side,"32:01",51782,42270,5,14,10,2,0,0,2,0,0,38,1125,1
1344,"17513",HLE,Victory,Red Side,"32:01",60800,61523,14,5,35,9,1,2,2,0,1,46,1090,1
1345,"17513",GEN,Victory,Blue Side,"38:34",74328,97408,17,11,39,10,2,1,4,0,2,60,1333,2
1346,"17513",HLE,Defeat,Red Side,"38:34",61324,78531,11,17,28,0,0,1,2,0,0,64,1205,2
1347,"17513",HLE,Defeat,Blue Side,"28:24",43591,48789,5,18,9,2,0,2,0,0,0,45,854,3
1348,"17513",GEN,Victory,Red Side,"28:24",54888,54512,18,5,46,9,2,0,4,0,1,39,956,3
1349,"17514",DK,Victory,Blue Side,"26:33",48660,40071,11,6,29,7,1,2,1,0,0,41,927,1
1350,"17514",BRO,Defeat,Red Side,"26:33",44931,37162,6,11,19,3,0,0,3,0,1,43,920,1
1351,"17514",BRO,Defeat,Blue Side,"35:22",59464,34419,7,6,12,2,0,2,3,0,1,48,1175,2
1352,"17514",DK,Victory,Red Side,"35:22",64701,46063,6,7,13,9,1,0,3,0,1,50,1262,2
1353,"17515",NS,Defeat,Blue Side,"33:14",55192,53138,4,13,6,4,0,1,1,0,0,68,1113,1
1354,"17515",KT,Victory,Red Side,"33:14",65576,43487,13,4,34,9,1,1,4,0,2,46,1174,1
1355,"17515",NS,Victory,Blue Side,"27:39",54859,60092,16,6,34,8,1,1,3,0,1,42,1005,2
1356,"17515",KT,Defeat,Red Side,"27:39",44050,37563,6,16,14,1,0,1,1,0,0,35,900,2
1357,"17515",KT,Defeat,Blue Side,"29:06",48688,48596,8,21,15,2,0,0,0,0,0,45,989,3
1358,"17515",NS,Victory,Red Side,"29:06",61059,57002,21,8,53,11,3,2,4,0,1,57,1023,3
1359,"17516",LSB,Defeat,Blue Side,"34:19",51343,33815,2,12,5,1,0,1,3,0,0,46,1098,1
1360,"17516",KDF,Victory,Red Side,"34:19",62310,73635,12,2,33,9,1,0,2,0,1,60,1120,1
